o2duty,airflow
30.424849,25.34550614655018
30.472944,26.432562619447708
30.521042,27.539897710084915
30.569138,28.666315600275993
30.617233,29.81359139084816
30.665329,30.981261283159256
30.713427,32.16905891895294
30.761522,33.37618336081505
30.809618,34.60255265235901
30.857714,35.847947001457214
30.905811,37.11266070604324
30.953907,38.39540481567383
31.002003,39.69603031873703
31.050098,41.01713001728058
31.098196,42.355507612228394
31.146292,43.707530945539474
31.194387,45.079875737428665
31.242483,46.46714776754379
31.29058,47.87176102399826
31.338676,49.29239675402641
31.386774,50.728149712085724
31.43487,52.179548889398575
31.482967,53.646281361579895
31.531063,55.12546747922897
31.579159,56.61746859550476
31.627254,58.12828242778778
31.675352,59.648334980010986
31.723448,61.180900782346725
31.771544,62.72590160369873
31.81964,64.28233534097672
31.867737,65.84981828927994
31.915833,67.42677092552185
31.963928,69.01541352272034
32.012024,70.61171531677246
32.06012,72.21746444702148
32.108215,73.83082807064056
32.15631,75.45331865549088
32.204407,77.08272337913513
32.252502,78.71747761964798
32.3006,80.35638928413391
32.348698,82.00463652610779
32.396793,83.65505188703537
32.44489,85.30941605567932
32.492985,86.96720004081726
32.54108,88.62891048192978
32.589176,90.29211848974228
32.63727,91.95630252361298
32.685368,93.62046420574188
32.733467,95.2872782945633
32.781563,96.95307165384293
32.82966,98.61656278371811
32.877754,100.2776250243187
32.92585,101.9376814365387
32.973946,103.59274595975876
33.02204,105.24506121873856
33.070137,106.89250379800797
33.118237,108.53574424982071
33.166332,110.1715937256813
33.214428,111.80265247821808
33.262524,113.42552304267883
33.310623,115.03857374191284
33.35872,116.64479225873947
33.406815,118.24160814285278
33.45491,119.82668191194534
33.50301,121.40294909477234
33.551105,122.96754866838455
33.5992,124.51840192079544
33.647297,126.05646252632141
33.69539,127.58249044418335
33.743484,129.09497320652008
33.79158,130.5914670228958
33.839676,132.07191228866577
33.887775,133.53696465492249
33.93587,134.98614728450775
33.983967,136.4179253578186
34.032063,137.83180713653564
34.080162,139.22415673732758
34.128258,140.60111343860626
34.176353,141.9556885957718
34.22445,143.293559551239
34.27255,144.6046382188797
34.320644,145.89673280715942
34.36874,147.1663862466812
34.416836,148.41729402542114
34.464928,149.6395319700241
34.513023,150.83763003349304
34.56112,152.01681852340698
34.609215,153.16659212112427
34.657314,154.2934775352478
34.70541,155.39121627807617
34.753506,156.46512806415558
34.8016,157.51323103904724
34.8497,158.530592918396
34.897797,159.5243215560913
34.945892,160.4880392551422
34.993988,161.42357885837555
35.042088,162.33105957508087
35.090183,163.2099449634552
35.13828,164.05345499515533
35.186375,164.87263143062592
35.234467,165.66191613674164
35.282562,166.41822457313538
35.330658,167.14449226856232
35.378754,167.84070432186127
35.426853,168.50212216377258
35.47495,169.13045942783356
35.523045,169.73547637462616
35.57114,170.30242085456848
35.61924,170.83695530891418
35.667336,171.3402271270752
35.71543,171.81119322776794
35.763527,172.24693298339844
35.811626,172.65136539936066
35.859722,173.02200198173523
35.907818,173.3631193637848
35.955914,173.67462813854218
36.004005,173.93800616264343
36.0521,174.17213320732117
36.100197,174.38499629497528
36.148293,174.55419898033142
36.196392,174.69453811645508
36.244488,174.8003363609314
36.292583,174.87019300460815
36.34068,174.9100536108017
36.38878,174.91857707500458
36.436874,174.88694190979004
36.48497,174.83139038085938
36.533066,174.73629117012024
36.581165,174.61243271827698
36.62926,174.45704340934753
36.677357,174.2691993713379
36.725452,174.04519021511078
36.77355,173.79270493984222
36.821644,173.50652813911438
36.86974,173.18937182426453
36.917835,172.8450357913971
36.965935,172.46732115745544
37.01403,172.06615209579468
37.062126,171.60463333129883
37.11022,171.15134000778198
37.158318,170.6555187702179
37.206413,170.13177275657654
37.25451,169.57664489746094
37.302605,168.990820646286
37.350704,168.3800220489502
37.3988,167.7405834197998
37.446896,167.07471013069153
37.49499,166.38198494911194
37.543087,165.66655039787292
37.591183,164.92050886154175
37.63928,164.151132106781
37.687374,163.35707902908325
37.735474,162.5347137451172
37.78357,161.6952419281006
37.831665,160.8230173587799
37.87976,159.93857383728027
37.927856,159.02936458587646
37.975952,158.09673070907593
38.024048,157.14547038078308
38.072144,156.1681628227234
38.120243,155.1716923713684
38.16834,154.1602909564972
38.216434,153.12829613685608
38.26453,152.0773470401764
38.312626,151.00672841072083
38.36072,149.92082118988037
38.408817,148.82022142410278
38.456913,147.70358800888062
38.505013,146.5657353401184
38.55311,145.42073011398315
38.601204,144.25647258758545
38.6493,143.07963848114014
38.697395,141.88945293426514
38.74549,140.68782329559326
38.793587,139.4747495651245
38.841682,138.25204968452454
38.889782,137.01769709587097
38.937878,135.77067852020264
38.985973,134.51534509658813
39.03407,133.25536251068115
39.082165,131.98581337928772
39.13026,130.70642948150635
39.178356,129.42200899124146
39.22645,128.13150882720947
39.27455,126.83522701263428
39.322647,125.53009390830994
39.370743,124.22609329223633
39.41884,122.9163408279419
39.466934,121.60450220108032
39.51503,120.28670310974121
39.563126,118.97069215774536
39.61122,117.64857172966003
39.65932,116.32713675498962
39.707417,115.0091290473938
39.755512,113.68849873542786
39.803608,112.36602067947388
39.851704,111.04804277420044
39.8998,109.72964763641357
39.947895,108.41691493988037
39.99599,107.1012020111084
40.04409,105.79192638397217
40.092186,104.48658466339111
40.14028,103.18517684936523
40.188377,101.88806056976318
40.236473,100.59762001037598
40.28457,99.31343793869019
40.332664,98.0345606803894
40.38076,96.75788879394531
40.42886,95.49075365066528
40.476955,94.22880411148071
40.52505,92.97776222229004
40.573147,91.73417091369629
40.621243,90.5005931854248
40.66934,89.27512168884277
40.717434,88.0575180053711
40.76553,86.8496298789978
40.81363,85.6475830078125
40.861725,84.46592092514038
40.90982,83.2902193069458
40.957916,82.12333917617798
41.006012,80.96742630004883
41.054108,79.8259973526001
41.102203,78.69279384613037
41.1503,77.5761604309082
41.1984,76.46524906158447
41.246494,75.36935806274414
41.29459,74.28914308547974
41.342686,73.21739196777344
41.39078,72.16393947601318
41.438877,71.11066579818726
41.486973,70.08445262908936
41.53507,69.0699815750122
41.583168,68.06749105453491
41.631264,67.0781135559082
41.67936,66.09994173049927
41.727455,65.13816118240356
41.77555,64.19253349304199
41.823647,63.25864791870117
41.871742,62.336862087249756
41.919838,61.437368392944336
41.967937,60.54288148880005
42.016033,59.670090675354004
42.06413,58.80683660507202
42.112225,57.95937776565552
42.16032,57.12854862213135
42.208416,56.31113052368164
42.25651,55.50801753997803
42.304607,54.718613624572754
42.352707,53.943753242492676
42.400803,53.18856239318848
42.4489,52.43992805480957
42.496994,51.70804262161255
42.54509,50.98658800125122
42.593185,50.28814077377319
42.64128,49.60072040557861
42.689377,48.925042152404785
42.737476,48.26486110687256
42.785572,47.618091106414795
42.833668,46.98514938354492
42.881763,46.36341333389282
42.92986,45.75854539871216
42.977955,45.16726732254028
43.02605,44.588327407836914
43.074146,44.0216064453125
43.122246,43.46829652786255
43.17034,42.92815923690796
43.218437,42.399704456329346
43.266533,41.88379645347595
43.31463,41.37939214706421
43.362724,40.88911414146423
43.41082,40.41069746017456
43.458916,39.942771196365356
43.507015,39.48599100112915
43.55511,39.04047608375549
43.603207,38.60679268836975
43.651302,38.18422555923462
43.699398,37.77116537094116
43.747494,37.37056255340576
43.79559,36.978840827941895
43.843685,36.59883141517639
43.891785,36.22645139694214
43.93988,35.864412784576416
43.987976,35.511672496795654
44.03607,35.169899463653564
44.084167,34.83554720878601
44.132263,34.510791301727295
44.18036,34.19286012649536
44.228455,33.88422727584839
44.276554,33.58358144760132
44.32465,33.292174339294434
44.372746,33.00738334655762
44.42084,32.7296257019043
44.468937,32.45919942855835
44.517033,32.19568729400635
44.56513,31.939685344696045
44.613224,31.6903293132782
44.661324,31.44669532775879
44.70942,31.208455562591553
44.757515,30.97754716873169
44.80561,30.752599239349365
44.853706,30.532151460647583
44.901802,30.316829681396484
44.949898,30.106306076049805
44.997993,29.901564121246338
45.046093,29.701322317123413
45.09419,29.50623631477356
45.142284,29.314428567886353
45.19038,29.12423014640808
45.238476,28.94270420074463
45.28657,28.76150608062744
45.334667,28.58668565750122
45.382763,28.41353416442871
45.430862,28.24336290359497
45.47896,28.07706594467163
45.527054,27.912884950637817
45.57515,27.750790119171143
45.623245,27.593016624450684
45.67134,27.435213327407837
45.719437,27.281612157821655
45.767532,27.12896466255188
45.81563,26.98090672492981
45.863728,26.831746101379395
45.911823,26.68258547782898
45.95992,26.53762698173523
46.008015,26.39329433441162
46.05611,26.249945163726807
46.104206,26.107847690582275
46.1523,25.967121124267578
46.2004,25.82794427871704
46.248497,25.688201189041138
46.296593,25.55006742477417
46.34469,25.41080117225647
46.392784,25.275051593780518
46.44088,25.136977434158325
46.488976,25.00051259994507
46.53707,24.86434578895569
46.58517,24.728119373321533
46.633266,24.590909481048584
46.681362,24.45581555366516
46.729458,24.317502975463867
46.777554,24.183154106140137
46.82565,24.0459144115448
46.873745,23.909002542495728
46.92184,23.77164363861084
46.96994,23.634791374206543
47.018036,23.496270179748535
47.06613,23.357927799224854
47.114227,23.21857213973999
47.162323,23.08008074760437
47.21042,22.940218448638916
47.258514,22.797703742980957
47.30661,22.659212350845337
47.35471,22.517621517181396
47.402805,22.37558364868164
47.4509,22.233128547668457
47.498997,22.090166807174683
47.547096,21.946430206298828
47.595192,21.801918745040894
47.643288,21.657586097717285
47.691383,21.511435508728027
47.739483,21.364420652389526
47.78758,21.218031644821167
47.835674,21.06998860836029
47.88377,20.922303199768066
47.93186,20.773887634277344
47.979958,20.624876022338867
48.028053,20.47501504421234
48.07615,20.324796438217163
48.12425,20.173951983451843
48.172344,20.0234055519104
48.22044,19.870907068252563
48.268536,19.718945026397705
48.316635,19.56695318222046
48.36473,19.414052367210388
48.412827,19.261151552200317
48.460922,19.107431173324585
48.50902,18.953904509544373
48.557117,18.79936456680298
48.605213,18.64612102508545
48.65331,18.4919536113739
48.701405,18.33757758140564
48.7495,18.183454871177673
48.797596,18.028467893600464
48.84569,17.873957753181458
48.89379,17.719998955726624
48.941887,17.565414309501648
48.989983,17.410695552825928
49.03808,17.257630825042725
49.086174,17.103075981140137
49.13427,16.949385404586792
49.182365,16.795799136161804
49.23046,16.643226146697998
49.27856,16.490325331687927
49.326656,16.338109970092773
49.374752,16.185864806175232
49.422848,16.03420078754425
49.470943,15.883594751358032
49.51904,15.733093023300171
49.567135,15.583083033561707
49.61523,15.433713793754578
49.66333,15.285849571228027
49.711426,15.137746930122375
49.75952,14.991238713264465
49.807617,14.844447374343872
49.855713,14.698758721351624
49.90381,14.553695917129517
49.951904,14.408916234970093
50.0,14.267146587371826
